OBJECTID,SITEREF,BOUNDNUM,OBJID,SITESORT,BOUNDREF,SITEALIAS,SITEADDRESS,SITEYRDESCRIPTION,SUITTYPE,SITEYRSUITCOMMENTS,AVLTYPE,SITEYRAVLBTYCOMMENTS,ACHTYPE,SITEYRACHCOMMENTS,SAPSTATUS,SAPREF,TOTALSHT,TOTALMED,TOTALLNG,TOTALIPP,TOTALOPP,SHLTOT,YR19_20,YR20_21,YR21_22,YR22_23,YR23_24,YR24_25,YR25_26,YR26_27,YR27_28,YR28_29,YR29_30,YR30_31,YR31_32,YR32_33,YR33_34,YR34_35,YR35_36,LCCOWN,SHLVERSIONREF,SHLAAYEAR,SHLAAYRVERSION,HMCAMAX,WARDMAX,Shape__Area,Shape__Length,SAPCAP
697,SHL01677,SHL016771,866,2124.1,SHL016771,2124_3003,Spring Gardens Drighlington,"Protected Area of Search site that lies to the east of Whitehall Road, north of the main settlement of Drighlington.",Suitable,Site obtained detailed planning permission under 20/07074/RM and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Housing allocation,HG2-143,96,0,0,96,0,96,0,0,0,0,0,30,30,30,6,0,0,0,0,0,0,0,0,0,Under construction,2024,1,Outer South West,Morley North,0,0,250
698,SHL01574,SHL015741,793,2028.2,SHL015741,2028B,Great George Street - LGI,Recently developed  wings of the Leeds General Infirmary including the Jubilee and Clarendon wings and buildings facing Clarendon Way,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,623,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,10,Beyond 2033,2024,1,City Centre,Little London & Woodhouse,0,0,623
699,SHL00469,SHL004691,183,1091,SHL004691,1091,"Haigh Park Road, Stourton, LS10","The site is located within an industrial complex surrounded by other industrial uses and the river to the north and east.  Most of the site is located within Flood Zone 3.  Multiple plots some vancant and derelict, other with existing general employment occupiers.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,1144,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,0,0,0,Beyond 2033,2024,1,East Leeds,Hunslet & Riverside,0,0,1144
700,SHL01557,SHL015571,780,1275.2,SHL015571,1275B,"Wide Lane (land north of), Morley",The majority of the site is in agricultural land with a residential property in the south east corner. The site is located to the north of Wide Lane. A public house is located to the south east.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,166,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,Beyond 2033,2024,1,Outer South West,Morley South,0,0,166
701,SHL00157,SHL001571,72,376,SHL001571,376,"Ring Road West Park, Silk Mill Way And Iveson Drive","Former quarry, bounded by woodland on all sides, with Clayton Wood industrial estate beyond to south, housing to east and north, and railway and more open land to west. This site was acquired by Burfords in around 2004 and was bought as part of portfolio. An Outline application was submitted in 2006 following pre-application discussions with Officers and a public consultation event with the local communities bordering the site. The 2006 scheme also included a significant amount of commercial floorspace, including a gym, hotel, retail, offices, creshe and pub restaurant which conflicted with the high ecological value. A new application with approximately 335 houses has been submiited.",Suitable,Site obtained detailed planning permission under 18/06076/RM and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Identified mixed use,MX1-2,166,0,0,166,0,166,0,0,0,0,0,35,35,35,35,26,0,0,0,0,0,0,0,14,Under construction,2024,1,North Leeds,Weetwood,0,0,485
704,SHL00698,SHL006981,311,1321,SHL006981,1321,"Moorleigh Drive, South Of Pondfields Drive, Kippax","The site is the central section of a larger allotment site. Small and roughly square the site appears to have been vacant for some time, and is overgrown. Residential properties border the site to the east and west, access is also available via a road to the west.",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,Beyond 2033,2024,1,Outer South East,Kippax & Methley,0,0,13
710,SHL00719,SHL007191,322,1342,SHL007191,1342,"Kilburn Road, Farnley","Historically, part of the site appears to have been a row of terraced housing but has since been cleared and is currently an area of green space. This section slopes downwards towards the north. The rest of the site (the northern part) consists of a road and beyond this a row of dense trees that mask the railway line to the north. Residential development surrounds the site on three sides (except the north).",LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,59,Beyond 2033,2024,1,Outer West,Farnley & Wortley,0,0,10
711,SHL01344,SHL013441,660,4217,SHL013441,4217,"Cookridge Fire Station, Otley Old Road, LS16 7bf",Site currently in use as a fire station on the junction of Old Otley Road to the west and Farrar Land on the south.,Suitable,Site previously obtained planning approval under 16/06712/OT.  Permission for previous scheme expired on 01/04/2021.  Site is suitable for a new scheme to be brought forward.,Medium (6-10yrs),Site previously obtained planning approval by WYFRS on 30/10/2017.  Site remains undeveloped and available.,Medium (6-10yrs),There are no identified impediments to the site being delivered in accordance with a new permission.,Housing allocation,HG2-32,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,Allocated without planning permission,2024,1,North Leeds,Adel & Wharfedale,0,0,15
712,SHL00163,SHL001631,73,383,SHL001631,383,Beckhill Garth/Approach,"1960s LCC housing mainly in long interlinked terrace, part recently cleared.  Further social housing to east and south (beyond Potternewton Lane), open space and private housing to west, and former Miles Hill School site to north.",Suitable,Site obtained detailed planning permission under 19/01665/FU and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Identified housing,HG1-207,57,0,0,57,0,57,0,0,0,0,0,35,22,0,0,0,0,0,0,0,0,0,0,100,Under construction,2024,1,Inner Area,Chapel Allerton,0,0,34
713,SHL00200,SHL002002,88,438,SHL002002,438,Richmond Street LS9,Site being marketed For Sale as a development site opportunity.  Saxton Gardens nearing completion at the immediate rear of the site. Gateway scheme is opposite the site. East Street Mills approaching completion December 2008 adjacent to the site.,Suitable,Site obtained planning permission on 03/04/2018 and has current approval under 17/06296/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 17/06296/FU by Private and available for scheme to be brought forward.,Short (=<5yrs),Site obtained planning permission on 03/04/2018 and has current approval under 17/06296/FU.,Identified housing,AV25,225,75,0,300,0,300,0,0,0,0,0,25,50,50,50,50,50,25,0,0,0,0,0,5,Site with detailed planning permission,2024,1,City Centre,Burmantofts & Richmond Hill,0,0,195
